X (in.)	Y (in.)	Theta (rad.)
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
-20.0	-67.0	0.0
